observation_id,normalized_segment_label,block_label,requested_start_label,requested_end_label,source_file,source_sheet,source_row_1based,campaign_year,campaign_note,twin,direction_inferred_from_label,borehole_depth_m,interval_length_m,permeability_m2,transmissibility_m3,log10_permeability_m2,geometry_evidence_status,geometry_evidence_source_file,geometry_evidence_locator,target_status,usable_for_current_ogs_fit,fit_use_recommendation,requested_coordinate_frame,current_activation_status,activation_rule
perm_0135,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,21,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.15,0.1,8e-17,8e-18,-16.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0121,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,4,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.25,0.1,1e-13,1.0000000000000002e-14,-13.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0136,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,22,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.25,0.1,1e-18,1e-19,-18.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0122,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,5,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.35,0.1,1e-13,1.0000000000000002e-14,-13.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0137,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,23,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.35,0.1,2e-19,2e-20,-18.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0123,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,6,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.45,0.1,1e-13,1.0000000000000002e-14,-13.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0138,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,24,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.45,0.1,6e-20,6.0000000000000006e-21,-19.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0124,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,7,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.55,0.1,1e-14,1e-15,-14.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0139,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,25,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.55,0.1,4e-20,4e-21,-19.39794000867204,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0125,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,8,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.65,0.1,1e-15,1e-16,-15.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0140,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,26,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.65,0.1,3e-20,3.000000000000001e-21,-19.522878745280337,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0126,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,9,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.75,0.1,5e-17,5e-18,-16.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0141,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,27,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.75,0.1,1e-21,1e-22,-21.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0127,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,10,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.85,0.1,4e-20,4e-21,-19.39794000867204,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0142,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,28,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.85,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0128,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,11,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.95,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0143,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,29,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,0.95,0.1,9e-20,9.000000000000001e-21,-19.045757490560675,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0129,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,12,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.05,0.1,8e-21,7.999999999999999e-22,-20.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0144,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,30,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.05,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0130,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,13,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.15,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0145,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,31,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.15,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0131,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,14,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.25,0.1,5e-22,5e-23,-21.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0146,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,32,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.25,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0132,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,15,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.7,0.1,6e-21,6e-22,-20.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0147,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,33,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,1.7,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0133,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,16,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,2.5,0.1,5e-21,5e-22,-20.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0148,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,34,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,2.5,0.1,8e-17,8e-18,-16.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0134,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,17,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,3.3,0.1,2e-21,2e-22,-20.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0149,BCD-A25,"BCDA_25 (horizontal, 2021)",BCD-A25 Anfang,BCD-A25 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,35,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)",,horizontal,3.3,0.1,5e-20,5.0000000000000005e-21,-19.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0052,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,4,2021,1. MessEinsatz (März. 2021),,vertical,0.15,0.1,6e-18,6e-19,-17.221848749616356,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0053,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,5,2021,1. MessEinsatz (März. 2021),,vertical,0.25,0.1,3e-18,3e-19,-17.522878745280337,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0054,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,6,2021,1. MessEinsatz (März. 2021),,vertical,0.35,0.1,6e-15,6e-16,-14.221848749616356,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
