measurement,category,item,value,sources,comment
permeability_pulse_tests,workbook content,Permeability_CDA_all_2025.xlsx / 2021,"35 x 8; 228 non-empty cells; numeric ranges: C1: n=30, min=1, max=15; C2: n=30, min=0.15, max=3.3; C3: n=30, min=5e-21, max=1e-13; C4: n=30, min=5e-22, max=1e-14; C6: n=30, min=0.15, max=3.3; C7: n=30, min=5e-22, max=1e-13; C8: n=30, min=5e-23, max=1e-14",cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,These sheets combine interpreted permeability/transmissibility rows with raw pressure-decay blocks and chart sheets.
permeability_pulse_tests,workbook content,Permeability_CDA_all_2025.xlsx / 2024,"35 x 8; 208 non-empty cells; numeric ranges: C1: n=30, min=1, max=15; C2: n=27, min=0.15, max=3.3; C3: n=27, min=2e-21, max=8e-13; C4: n=27, min=2e-22, max=8e-14; C6: n=27, min=0.15, max=3.3; C7: n=25, min=1e-21, max=8e-15; C8: n=27, min=0, max=8e-16",cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,These sheets combine interpreted permeability/transmissibility rows with raw pressure-decay blocks and chart sheets.
permeability_pulse_tests,workbook content,Permeability_CDA_all_2025.xlsx / BCDA_24_bis_27,chartsheet x chartsheet; 0 non-empty cells; headers: Chartsheet/no worksheet cells; chart data are in the workbook data sheets.,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,These sheets combine interpreted permeability/transmissibility rows with raw pressure-decay blocks and chart sheets.
permeability_pulse_tests,workbook content,Permeability_CDA_all_2025.xlsx / BCDA_32_bis_35,chartsheet x chartsheet; 0 non-empty cells; headers: Chartsheet/no worksheet cells; chart data are in the workbook data sheets.,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,These sheets combine interpreted permeability/transmissibility rows with raw pressure-decay blocks and chart sheets.
permeability_pulse_tests,document/presentation extract,2025-09-05_CD-A_for_hermes_2D_250904x.pdf,type pdf; pages/slides 20; keywords ERT; NMR; Taupe; TDR; suction; permeability; fracture; water content; saturation; pressure; laser; OGS; niche; extract cda_knowledge_base/measurements/permeability_pulse_tests/derived_files/deep_source_pass/extracted_text/2025-09-05_CD-A_for_hermes_2D_250904x_1615563c.pdf.txt,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_for_hermes_2D_250904x.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
permeability_pulse_tests,document/presentation extract,2025-09-05_Ziefle_et_al_2023_Characterization.pdf,type pdf; pages/slides 14; keywords ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche; extract cda_knowledge_base/measurements/permeability_pulse_tests/derived_files/deep_source_pass/extracted_text/2025-09-05_Ziefle_et_al_2023_Characterization_56901f6e.pdf.txt,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
permeability_pulse_tests,document/presentation extract,Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,type pdf; pages/slides 14; keywords ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche; extract cda_knowledge_base/measurements/permeability_pulse_tests/derived_files/deep_source_pass/extracted_text/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization_7f71d5e5.pdf.txt,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
permeability_pulse_tests,text/data source,perm_endpoint_geometry_response_notes.md,29 lines; first extracted content: # Response Notes: perm_endpoint_geometry | - Response status: `missing_response` | - Request status: `drafted_pending_send` | - Gate: `PERM_SUPPORT` | - Audience: Gesa Ziefle / BGR permeability source | - Recipient draft: `inversion_workflow/external_gate_requ,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/provider_responses/perm_endpoint_geometry_response_notes.md,Header/first-line extraction is recorded in derived_files/deep_source_pass/extracted_text.
other_hm_monitoring,catalogue scope,copied source files,"12 files; total copied source bytes 292088523; file kinds pdf=5, pptx=3, text/data=3, zip=1",,Counts are from cda_knowledge_base/measurements/deep_source_index.csv.
other_hm_monitoring,document/presentation extract,2024-12-19_Input_HERMES_BGR_20241217.pdf,type pdf; pages/slides 7; keywords ERT; TDR; humidity; fracture; water content; pressure; piezometer; extensometer; laser; OGS; HERMES; CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2024-12-19_Input_HERMES_BGR_20241217_a3a7ba63.pdf.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/2024-12-19_Input_HERMES_BGR_20241217.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,2026-05-11_TD517_CD-A_260507__Minutes.pdf,type pdf; pages/slides 8; keywords ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; fault; fracture; water content; saturation; pressure; piezometer; extensometer; crackmeter; laser; levelling; HERMES; CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/2026-05-11_TD517_CD-A_260507__Minutes.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,CD-A_Slides_TD_260427x.pdf,type pdf; pages/slides 34; keywords ERT; NMR; Taupe; suction; humidity; relative humidity; permeability; water content; saturation; pressure; piezometer; extensometer; crackmeter; laser; levelling; OGS; HERMES; CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/CD-A_Slides_TD_260427x.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,CD-A_TD_2026_sc.pdf,type pdf; pages/slides 15; keywords ERT; suction; pressure; piezometer; extensometer; OGS; CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/CD-A_TD_2026_sc.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,Folien_Niv_TD_CDA_2026.pdf,type pdf; pages/slides 6; keywords laser; levelling; CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/Folien_Niv_TD_CDA_2026.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,2025-09-05_CD-A_for_hermes_2D_Bologna_250904.pptx,type pptx; pages/slides 1; keywords niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2025-09-05_CD-A_for_hermes_2D_Bologna_250904_4afd25d7.pptx.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/2025-09-05_CD-A_for_hermes_2D_Bologna_250904.pptx,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,2025-09-05_Hermes_T5_BGR_UGN_250904.pptx,type pptx; pages/slides 1; keywords CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2025-09-05_Hermes_T5_BGR_UGN_250904_b815a347.pptx.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/2025-09-05_Hermes_T5_BGR_UGN_250904.pptx,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,document/presentation extract,2025-09-05_Hermes_T5_BGR_UGN_250905x.pptx,type pptx; pages/slides 1; keywords CD-A; niche; extract cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2025-09-05_Hermes_T5_BGR_UGN_250905x_f22cadc1.pptx.txt,cda_knowledge_base/measurements/other_hm_monitoring/source_files/2025-09-05_Hermes_T5_BGR_UGN_250905x.pptx,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
other_hm_monitoring,text/data source,VisualisationCDA.dat,"not counted (large file) lines; first extracted content: TITLE = """" | VARIABLES = ""X"" | ""Y"" | ""Z"" | TEXT | CS=FRAME | X=9.78378378378,Y=15.6756756757 | C=BLACK | S=LOCAL | HU=POINT",cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,Header/first-line extraction is recorded in derived_files/deep_source_pass/extracted_text.
other_hm_monitoring,text/data source,hm_numeric_exports_response_notes.md,"29 lines; first extracted content: # Response Notes: hm_numeric_exports | - Response status: `missing_response` | - Request status: `drafted_pending_send` | - Gate: `HM_NUMERIC_EXPORTS` | - Audience: Gesa Ziefle / BGR Geoscope, laser-scan, and levelling source | - Recipient draft: `inversion_wo",cda_knowledge_base/measurements/other_hm_monitoring/source_files/provider_responses/hm_numeric_exports_response_notes.md,Header/first-line extraction is recorded in derived_files/deep_source_pass/extracted_text.
other_hm_monitoring,text/data source,hm_uncertainty_response_notes.md,"29 lines; first extracted content: # Response Notes: hm_uncertainty | - Response status: `missing_response` | - Request status: `drafted_pending_send` | - Gate: `HM_UNCERTAINTY` | - Audience: Gesa Ziefle / BGR Geoscope, laser-scan, and levelling source | - Recipient draft: `inversion_workflow/e",cda_knowledge_base/measurements/other_hm_monitoring/source_files/provider_responses/hm_uncertainty_response_notes.md,Header/first-line extraction is recorded in derived_files/deep_source_pass/extracted_text.
coordinates_geometry_layout,catalogue scope,copied source files,"8 files; total copied source bytes 285114742; file kinds jpg=1, png=3, text/data=1, xlsx=2, zip=1",,Counts are from cda_knowledge_base/measurements/deep_source_index.csv.
coordinates_geometry_layout,workbook content,2025-09-05_Mess_Koord_XY.xlsx / Tabelle1,"109 x 10; 1082 non-empty cells; numeric ranges: C2: n=107, min=-11.3093, max=14.3048; C3: n=107, min=0, max=0; C4: n=107, min=-5.46579, max=2.38801; C5: n=107, min=-6.67927, max=18.9348; C6: n=107, min=0, max=0; C7: n=107, min=-6.74579, max=1.10801; C8: n=107, min=-6.67927, max=18.9348; C9: n=107, min=-6.74579, max=1.10801",cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,These sheets are geometry support for projecting measurement labels into the BGR/OGS modelling frame.
coordinates_geometry_layout,workbook content,Coordinates_NMR_Taupe_characborehole.xlsx / Tabelle1,"39 x 8; 255 non-empty cells; numeric ranges: C2: n=35, min=2.579e+06, max=2.579e+06; C3: n=35, min=1.247e+06, max=1.247e+06; C4: n=35, min=507.711, max=514.328; C6: n=35, min=-10.2324, max=13.0348; C7: n=35, min=5.77969, max=11.6326; C8: n=35, min=-4.22899, max=2.38801",cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/Coordinates_NMR_Taupe_characborehole.xlsx,These sheets are geometry support for projecting measurement labels into the BGR/OGS modelling frame.
coordinates_geometry_layout,text/data source,VisualisationCDA.dat,"not counted (large file) lines; first extracted content: TITLE = """" | VARIABLES = ""X"" | ""Y"" | ""Z"" | TEXT | CS=FRAME | X=9.78378378378,Y=15.6756756757 | C=BLACK | S=LOCAL | HU=POINT",cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/VisualisationCDA.dat,Header/first-line extraction is recorded in derived_files/deep_source_pass/extracted_text.
bedding_geology_structure,catalogue scope,copied source files,"4 files; total copied source bytes 20321112; file kinds pdf=3, png=1",,Counts are from cda_knowledge_base/measurements/deep_source_index.csv.
bedding_geology_structure,document/presentation extract,2025-09-05_Ziefle_et_al_2023_Characterization.pdf,type pdf; pages/slides 14; keywords ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche; extract cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/2025-09-05_Ziefle_et_al_2023_Characterization_083fc8f3.pdf.txt,cda_knowledge_base/measurements/bedding_geology_structure/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
bedding_geology_structure,document/presentation extract,Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,type pdf; pages/slides 14; keywords ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche; extract cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization_47842a2a.pdf.txt,cda_knowledge_base/measurements/bedding_geology_structure/source_files/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
bedding_geology_structure,document/presentation extract,bedding_page_4_Ziefle_GETE_2022.pdf,type pdf; pages/slides 18; keywords ERT; Taupe; TDR; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; OGS; CD-A; niche; extract cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/bedding_page_4_Ziefle_GETE_2022_301223fe.pdf.txt,cda_knowledge_base/measurements/bedding_geology_structure/source_files/bedding_page_4_Ziefle_GETE_2022.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
model_projection_inputs,catalogue scope,copied source files,"87 files; total copied source bytes 13723696; file kinds bib=1, pdf=1, pptx=1, pvsm=1, py=1, tex=2, text/data=61, vtu=15, zip=4",,Counts are from cda_knowledge_base/measurements/deep_source_index.csv.
model_projection_inputs,copied model/projection files,source_files,".bib=1, .pdf=1, .pptx=1, .prj=3, .pvsm=1, .py=1, .tex=2, .txt=1, .vtu=15, .xml=57, .zip=4",,"These files are model-support inputs rather than measurements, but they define the mesh, projection support, output timesteps, and exchanged OGS configurations used to place the measurement data."
model_projection_inputs,projection workflow reference,cd_a_open_niche_quad.prj,"type text/data; 1072 bytes; extracted note: <?xml version=""1.0"" encoding=""ISO-8859-1""?> | <OpenGeoSysProject> | <meshes> | <mesh>bulk.vtu</mesh> | <mesh>bulk_all.vtu</mesh> | <mesh>cd-a_niche4.vtu</mesh> | <mesh>cd-a_left.vtu</mesh> | <mesh>cd-a_right.vtu</mesh> | <mesh>cd-a_top.vtu</mesh> | <mesh>cd-a_bottom.vtu</mesh>",cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250403/CDA_N4_2D_250403/cd_a_open_niche_quad.prj,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,projection workflow reference,cd_a_open_niche_quad.prj,"type text/data; 1072 bytes; extracted note: <?xml version=""1.0"" encoding=""ISO-8859-1""?> | <OpenGeoSysProject> | <meshes> | <mesh>bulk.vtu</mesh> | <mesh>bulk_all.vtu</mesh> | <mesh>cd-a_niche4.vtu</mesh> | <mesh>cd-a_left.vtu</mesh> | <mesh>cd-a_right.vtu</mesh> | <mesh>cd-a_top.vtu</mesh> | <mesh>cd-a_bottom.vtu</mesh>",cda_knowledge_base/measurements/model_projection_inputs/source_files/SOTA_OGS_Mont_Terri_zip/ogs_settings/cd_a_open_niche_quad.prj,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,projection workflow reference,README.txt,type text/data; 290 bytes; extracted note: important changes: | *prj: mesh call | 03_param*: Function (projection) specification | domain identification bulk_all.vtu needs to be re-done with bulk.vtu | /home/ogs_auto_jenkins/release_versions/native/master/ogs6_v6.5.4/bin/identifySubdomains -m bulk_w_projections.vtu bulk_a,cda_knowledge_base/measurements/model_projection_inputs/source_files/projection_example/README.txt,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,projection workflow reference,cd_a_open_niche_quad.prj,"type text/data; 1122 bytes; extracted note: <?xml version=""1.0"" encoding=""ISO-8859-1""?> | <OpenGeoSysProject> | <meshes> | <!--mesh>bulk.vtu</mesh--> | <mesh>bulk_w_projections.vtu</mesh> | <mesh>bulk_all.vtu</mesh> | <mesh>cd-a_niche4.vtu</mesh> | <mesh>cd-a_left.vtu</mesh> | <mesh>cd-a_right.vtu</mesh> | <mesh>cd-a_top.v",cda_knowledge_base/measurements/model_projection_inputs/source_files/projection_example/cd_a_open_niche_quad.prj,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,projection workflow reference,generate_projections.py,type py; 1990 bytes; extracted note: ,cda_knowledge_base/measurements/model_projection_inputs/source_files/projection_example/generate_projections.py,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,projection workflow reference,specifications.pptx,type pptx; 184636 bytes; extracted note: --- Slide 1 --- | ts_0000: 18.09.2019 | ts_0001: 18.09.2019 + 10 | days | => End | of | September 2019 | ts_0003: ts_001 + 1 | month | => End,cda_knowledge_base/measurements/model_projection_inputs/source_files/projection_example/specifications.pptx,Use these files to understand how measured points/intervals are projected to the frozen OGS mesh and timesteps.
model_projection_inputs,model/archive member coverage,SOTA___OGS___Mont_Terri.zip,19 indexed model/projection/report-context members,SOTA___OGS___Mont_Terri.zip,The member catalogue links each ZIP member to the copied model_projection_inputs source tree where it was extracted or preserved.
model_projection_inputs,model/archive member coverage,2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip,28 indexed model/projection/report-context members,cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip,The member catalogue links each ZIP member to the copied model_projection_inputs source tree where it was extracted or preserved.
model_projection_inputs,model/archive member coverage,CDA_N4_2D_250403.zip,22 indexed model/projection/report-context members,cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip,The member catalogue links each ZIP member to the copied model_projection_inputs source tree where it was extracted or preserved.
model_projection_inputs,model/archive member coverage,CDA_N4_2D_250509.zip,14 indexed model/projection/report-context members,cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip,The member catalogue links each ZIP member to the copied model_projection_inputs source tree where it was extracted or preserved.
model_projection_inputs,document/presentation extract,wang_kosakoeski_kolditz_thm_2009.pdf,type pdf; pages/slides 11; keywords ERT; humidity; permeability; fracture; saturation; pressure; extract cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/wang_kosakoeski_kolditz_thm_2009_d06f15f3.pdf.txt,cda_knowledge_base/measurements/model_projection_inputs/source_files/SOTA_OGS_Mont_Terri_zip/wang_kosakoeski_kolditz_thm_2009.pdf,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
model_projection_inputs,document/presentation extract,specifications.pptx,type pptx; pages/slides 3; keywords not detected; extract cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/specifications_2ca482df.pptx.txt,cda_knowledge_base/measurements/model_projection_inputs/source_files/projection_example/specifications.pptx,Generated text extracts make these documents searchable without opening the PDF/PPTX manually.
